"mapid"	"locationname"	"desc_kr"	"startX"	"endX"	"startY"	"endY"	"monster_amount"	"drop_rate"	"underwater"	"markable"	"teleportable"	"escapable"	"resurrection"	"painwand"	"penalty"	"take_pets"	"recall_pets"	"usable_item"	"usable_skill"	"dungeon"	"dmgModiPc2Npc"	"dmgModiNpc2Pc"	"decreaseHp"	"dominationTeleport"	"beginZone"	"redKnightZone"	"ruunCastleZone"	"interWarZone"	"geradBuffZone"	"growBuffZone"	"interKind"	"script"	"cloneStart"	"cloneEnd"	"pngId"
"84"	"Forgotten Island Ship to Aden Mainland"	"잊섬 → 본토 배"	"32704"	"32767"	"32768"	"32831"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"23211"
"85"	"Singing Island Dungeon (doesn't work)"	"노래하는 섬 던전"	"32576"	"32767"	"32704"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"86"	"Singing Island Dungeon (doesn't work)"	"숨겨진 계곡 던전"	"32768"	"32959"	"32704"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"87"	"Pago_s Room"	"파고의 방"	"32704"	"32767"	"32768"	"32831"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"88"	"Giran Colosseum"	"기란 콜로세움"	"33472"	"33535"	"32704"	"32767"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"89"	"Giran Colosseum"	"기란 콜로세움"	"32640"	"32767"	"32832"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"90"	"Giran Colosseum"	"기란 콜로세움"	"32640"	"32767"	"32832"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"91"	"Talking Colosseum (doesn't work)"	"말하는 섬 콜로세움"	"32640"	"32767"	"32832"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"92"	"Gludin Colosseum"	"글루딘 콜로세움"	"32640"	"32767"	"32832"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"93"	"Kent Colosseum (doesn't work)"	"켄트 콜로세움"	"32640"	"32767"	"32832"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"94"	"Windawood Colosseum (doesn't work)"	"윈다우드 콜로세움"	"32640"	"32767"	"32832"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"95"	"Silver Knight Colosseum"	"은기사마을 콜로세움"	"32640"	"32767"	"32832"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"96"	"Lair of Valakas Colosseum (doesn't work)"	"화둥 콜로세움"	"32640"	"32767"	"32832"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"97"	"Heine Colosseum (doesn't work)"	"하이네 콜로세움"	"32640"	"32767"	"32832"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"98"	"Weldern Colosseum"	"웰던 콜로세움"	"32640"	"32767"	"32832"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"99"	"GM Room"	"Gm Room"	"32640"	"32831"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"101"	"Tower of Insolence 1F"	"오만의 탑 1층"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"101"	"0"	"0"	"16203"
"102"	"Tower of Insolence 2F"	"오만의 탑 2층"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"102"	"0"	"0"	"16204"
"103"	"Tower of Insolence 3F"	"오만의 탑 3층"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"103"	"0"	"0"	"16205"
"104"	"Tower of Insolence 4F"	"오만의 탑 4층"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"104"	"0"	"0"	"16206"
"105"	"Tower of Insolence 5F"	"오만의 탑 5층"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"105"	"0"	"0"	"16207"
"106"	"Tower of Insolence 6F"	"오만의 탑 6층"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"106"	"0"	"0"	"16208"
"107"	"Tower of Insolence 7F"	"오만의 탑 7층"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"107"	"0"	"0"	"16209"
"108"	"Tower of Insolence 8F"	"오만의 탑 8층"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"108"	"0"	"0"	"16210"
"109"	"Tower of Insolence 9F"	"오만의 탑 9층"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"109"	"0"	"0"	"16211"
"110"	"Tower of Insolence 10F"	"오만의 탑 10층"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"110"	"0"	"0"	"16212"
"111"	"Tower of Insolence (Top)"	"오만의 탑 정상"	"32576"	"32831"	"32768"	"33023"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"16213"
"112"	"Tower of Insolence 12F (empty)"	"오만의 탑:12계"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"113"	"Tower of Insolence 13F (empty)"	"오만의 탑:13계"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"114"	"Tower of Insolence 14F (empty)"	"오만의 탑:14계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"115"	"Tower of Insolence 15F (empty)"	"오만의 탑:15계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"116"	"Tower of Insolence 16F"	"오만의 탑:16계"	"32576"	"32831"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"117"	"Tower of Insolence 17F"	"오만의 탑:17계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"118"	"Tower of Insolence 18F"	"오만의 탑:18계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"119"	"Tower of Insolence 19F"	"오만의 탑:19계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"120"	"Tower of Insolence 20F"	"오만의 탑:20계"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"121"	"Tower of Insolence 21F"	"오만의 탑:21계"	"32576"	"32831"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"122"	"Tower of Insolence 22F"	"오만의 탑:22계"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"123"	"Tower of Insolence 23F"	"오만의 탑:23계"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"124"	"Tower of Insolence 24F"	"오만의 탑:24계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"125"	"Tower of Insolence 25F"	"오만의 탑:25계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"126"	"Tower of Insolence 26F"	"오만의 탑:26계"	"32576"	"32831"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"127"	"Tower of Insolence 27F"	"오만의 탑:27계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"128"	"Tower of Insolence 28F"	"오만의 탑:28계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"129"	"Tower of Insolence 29F"	"오만의 탑:29계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"130"	"Tower of Insolence 30F"	"오만의 탑:30계"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"131"	"Tower of Insolence 31F"	"오만의 탑:31계"	"32576"	"32831"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"132"	"Tower of Insolence 32F"	"만남의 광장"	"32576"	"33023"	"32064"	"33279"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"133"	"Tower of Insolence 33F"	"오만의 탑:33계"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"134"	"Tower of Insolence 34F"	"오만의 탑:34계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"135"	"Tower of Insolence 35F"	"오만의 탑:35계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"136"	"Tower of Insolence 36F"	"오만의 탑:36계"	"32576"	"32831"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"137"	"Tower of Insolence 37F"	"오만의 탑:37계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"138"	"Tower of Insolence 38F"	"오만의 탑:38계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"139"	"Tower of Insolence 39F"	"오만의 탑:39계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"140"	"Dragon's Habitat"	"드래곤 서식지"	"32576"	"32767"	"32832"	"33023"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"23180"
"141"	"Tower of Insolence 41F"	"오만의 탑:41계"	"32576"	"32831"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"142"	"Tower of Insolence 42F"	"만남의 광장(PC)"	"32576"	"33023"	"32064"	"33279"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"143"	"Tower of Insolence 43F"	"오만의 탑:43계"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"144"	"Tower of Insolence 44F"	"오만의 탑:44계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"145"	"Tower of Insolence 45F"	"오만의 탑:45계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"146"	"Tower of Insolence 46F"	"오만의 탑:46계"	"32576"	"32831"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"147"	"Tower of Insolence 47F"	"오만의 탑:47계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"148"	"Tower of Insolence 48F"	"오만의 탑:48계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"149"	"Tower of Insolence 49F"	"오만의 탑:49계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"150"	"Tower of Insolence 50F"	"오만의 탑:50계"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"151"	"Tower of Insolence 51F"	"오만의 탑:51계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"152"	"Tower of Insolence 52F"	"오만의 탑:52계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"153"	"Tower of Insolence 53F"	"오만의 탑:53계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"154"	"Tower of Insolence 54F"	"오만의 탑:54계"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"155"	"Tower of Insolence 55F"	"오만의 탑:55계"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"156"	"Tower of Insolence 56F"	"오만의 탑:56계"	"32704"	"32831"	"32768"	"32831"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"157"	"Tower of Insolence 57F"	"오만의 탑:57계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"158"	"Tower of Insolence 58F"	"오만의 탑:58계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"159"	"Tower of Insolence 59F"	"오만의 탑:59계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"160"	"Tower of Insolence 60F"	"오만의 탑:60계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"161"	"Tower of Insolence 61F"	"오만의 탑:61계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"162"	"Tower of Insolence 62F"	"오만의 탑:62계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"163"	"Tower of Insolence 63F"	"오만의 탑:63계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"164"	"Tower of Insolence 64F"	"오만의 탑:64계"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"165"	"Tower of Insolence 65F"	"오만의 탑:65계"	"32704"	"32895"	"32704"	"32895"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"166"	"Tower of Insolence 66F"	"오만의 탑:66계"	"32704"	"32831"	"32768"	"32831"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"167"	"Tower of Insolence 67F"	"오만의 탑:67계"	"32576"	"32767"	"32768"	"32959"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
