"skill_id"	"name"	"desc_kr"	"desc_en"	"skill_level"	"mpConsume"	"hpConsume"	"itemConsumeId"	"itemConsumeCount"	"reuseDelay"	"delayGroupId"	"fixDelay"	"buffDuration"	"buffDuration_txt"	"target"	"target_to"	"target_to_txt"	"effect_txt"	"damage_value"	"damage_dice"	"damage_dice_count"	"probability_value"	"probability_dice"	"attr"	"type"	"alignment"	"ranged"	"area"	"is_through"	"action_id"	"action_id2"	"action_id3"	"castgfx"	"castgfx2"	"castgfx3"	"sysmsgID_happen"	"sysmsgID_stop"	"sysmsgID_fail"	"classType"	"grade"
"60"	"리절렉션"	"리절렉션"	"Resurrection"	"8"	"50"	"0"	"0"	"0"	"1700"	"0"	"false"	"0"	"Instant"	"BUFF"	"ALL"	"Corpse of 1 PC/NPC within 10 cells"	"Ressurect the corpse."	"0"	"0"	"0"	"0"	"0"	"NONE"	"RESTORE"	"0"	"-1"	"0"	"false"	"19"	"0"	"0"	"3944"	"0"	"0"	"0"	"0"	"280"	"normal"	"NORMAL"
"61"	"어스 퀘이크"	"어스 퀘이크"	"Earthquake"	"8"	"40"	"0"	"0"	"0"	"2600"	"0"	"false"	"0"	"Instant"	"NONE"	"ALL"	"1 enemy within 3 cells"	"Creates a radial earthquake, dealing area damage."	"20"	"4"	"4"	"0"	"0"	"EARTH"	"ATTACK"	"0"	"0"	"3"	"false"	"18"	"0"	"0"	"1812"	"0"	"0"	"0"	"0"	"0"	"normal"	"NORMAL"
"62"	"라이프 스트림"	"라이프 스트림"	"Life Stream"	"8"	"20"	"0"	"40318"	"1"	"1700"	"0"	"false"	"30"	"30s"	"BUFF"	"PLACE"	"Specific area within 10 cells"	"Creates a field of healing energy.<br>Improves HP recovery ability."	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"-1"	"3"	"false"	"19"	"0"	"0"	"2231"	"0"	"0"	"0"	"0"	"0"	"normal"	"NORMAL"
"63"	"사일런스"	"사일런스"	"Silence"	"8"	"20"	"0"	"40318"	"1"	"2000"	"0"	"false"	"4"	"4s"	"BUFF"	"ALL"	"1 PC/NPC within 3 cells"	"Creates a vacuum, rendering the surroundings silent.<br>No magic use or chat during the effect."	"0"	"0"	"0"	"35"	"18"	"NONE"	"PROB"	"0"	"3"	"0"	"false"	"19"	"0"	"0"	"2177"	"0"	"0"	"0"	"0"	"280"	"normal"	"NORMAL"
"64"	"라이트닝 스톰"	"라이트닝 스톰"	"Lightning Storm"	"9"	"48"	"0"	"0"	"0"	"4100"	"0"	"true"	"0"	"Instant"	"ATTACK"	"ALL"	"1 enemy within 10 cells"	"Summons a swarm of lightning, dealing area damage."	"10"	"4"	"4"	"0"	"0"	"WIND"	"ATTACK"	"0"	"10"	"4"	"false"	"18"	"0"	"0"	"3924"	"0"	"0"	"0"	"0"	"0"	"normal"	"NORMAL"
"65"	"포그 오브 슬리핑"	"포그 오브 슬리핑"	"Fog of Sleeping"	"9"	"40"	"0"	"40318"	"1"	"4100"	"0"	"true"	"4"	"1-4s"	"BUFF"	"ALL"	"1 target within 3 cells"	"Summons a cloud of dust.<br>Causes sleep status."	"0"	"0"	"0"	"0"	"8"	"WATER"	"CURSE"	"-5"	"3"	"0"	"false"	"19"	"0"	"0"	"17937"	"0"	"0"	"0"	"0"	"280"	"normal"	"NORMAL"
"66"	"셰이프 체인지"	"셰이프 체인지"	"Polymorph"	"9"	"80"	"0"	"40318"	"1"	"3000"	"0"	"false"	"7200"	"7,200s"	"BUFF"	"ALL"	"Caster or 1 ally PC/NPC within 10 cells"	"Randomly transforms the target."	"0"	"0"	"0"	"30"	"12"	"NONE"	"PROB"	"0"	"12"	"0"	"false"	"19"	"0"	"0"	"231"	"0"	"0"	"0"	"0"	"280"	"normal"	"NORMAL"
"67"	"이뮨 투 함"	"이뮨 투 함"	"Immune To Harm"	"9"	"30"	"0"	"40318"	"2"	"2800"	"0"	"false"	"32"	"32s"	"BUFF"	"PLEDGE"	"Caster or 1 ally pledge member within 10 cells"	"Creates a magic barrier.<br>Reduces damage to the caster by half.<br>Damage to pledge members depends on the caster's level.<br>Not usable while invisible."	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"-1"	"0"	"false"	"19"	"0"	"0"	"15959"	"0"	"0"	"0"	"315"	"280"	"normal"	"NORMAL"
"68"	"매스 텔레포트"	"매스 텔레포트"	"Mass Teleport"	"9"	"60"	"0"	"40318"	"1"	"1400"	"0"	"false"	"0"	"Instant"	"NONE"	"PLEDGE"	"All pledge members within 2 cells including the caster"	"Teleport together with nearby pledge members.<br>Controlled teleportation via a Teleport Control Ring.<br>Can use bookmark locations."	"0"	"0"	"0"	"0"	"0"	"NONE"	"OTHER"	"0"	"0"	"2"	"false"	"19"	"0"	"0"	"2236"	"0"	"0"	"0"	"0"	"0"	"normal"	"NORMAL"
"69"	"파이어 스톰"	"파이어 스톰"	"Fire Storm"	"9"	"48"	"0"	"0"	"0"	"3000"	"0"	"false"	"0"	"Instant"	"NONE"	"ALL"	"1 enemy within 3 cells"	"Creates a storm of flames, dealing area damage."	"25"	"5"	"5"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"0"	"3"	"false"	"18"	"0"	"0"	"1819"	"0"	"0"	"0"	"0"	"0"	"normal"	"NORMAL"
"70"	"페이탈 포션"	"페이탈 포션"	"Decay Potion"	"9"	"20"	"0"	"40318"	"2"	"2000"	"0"	"false"	"4"	"4s"	"BUFF"	"ALL"	"1 PC/NPC within 3 cells"	"Enchants a potion with a corrupting aura.<br>Certain chance to render the potion unusable."	"0"	"0"	"0"	"25"	"20"	"NONE"	"PROB"	"0"	"3"	"0"	"false"	"19"	"0"	"0"	"20173"	"0"	"0"	"8409"	"8410"	"280"	"normal"	"NORMAL"
"71"	"카운터 디텍션"	"카운터 디텍션"	"Counter Detection"	"9"	"30"	"0"	"0"	"0"	"1700"	"0"	"false"	"0"	"Instant"	"NONE"	"ALL"	"Hidden targets within 15 cells"	"Creates a powerful light of destruction.<br>Reveals hidden targets."	"15"	"10"	"4"	"0"	"0"	"NONE"	"ATTACK"	"0"	"0"	"-1"	"false"	"19"	"0"	"0"	"3934"	"0"	"0"	"0"	"0"	"0"	"normal"	"NORMAL"
"72"	"데스힐"	"데스힐"	"Death Heal"	"10"	"60"	"0"	"40318"	"1"	"3000"	"0"	"false"	"4"	"Up to 10s"	"BUFF"	"PC"	"1 PC within 10 cells"	"Casts a curse, converting 30% of the healing amount of healing magic into damage."	"0"	"0"	"0"	"10"	"10"	"NONE"	"PROB"	"0"	"10"	"0"	"false"	"19"	"0"	"0"	"14501"	"0"	"0"	"4737"	"4744"	"280"	"normal"	"NORMAL"
"73"	"미티어 스트라이크"	"미티어 스트라이크"	"Meteor Strike"	"10"	"60"	"0"	"0"	"0"	"4100"	"0"	"true"	"0"	"Instant"	"ATTACK"	"ALL"	"1 PC/NPC within 10 cells"	"Summons a meteor, dealing area damage."	"35"	"10"	"8"	"0"	"0"	"FIRE"	"ATTACK"	"0"	"10"	"3"	"false"	"18"	"0"	"0"	"762"	"0"	"0"	"0"	"0"	"0"	"normal"	"NORMAL"
"74"	"그레이트 리절렉션"	"그레이트 리절렉션"	"Great Resurrection"	"10"	"100"	"0"	"40318"	"1"	"1700"	"0"	"false"	"0"	"Instant"	"BUFF"	"ALL"	"Corpse of 1 PC/NPC within 10 cells"	"Revives the corpse.<br>Recovers 25% of lost experience points.<br>Cannot recover experience points lost in the Cathedral.  "	"0"	"0"	"0"	"0"	"0"	"NONE"	"RESTORE"	"0"	"-1"	"0"	"false"	"19"	"0"	"0"	"3944"	"0"	"0"	"0"	"0"	"280"	"normal"	"NORMAL"
"75"	"아이스 미티어"	"아이스 미티어"	"Ice Meteor"	"10"	"50"	"0"	"0"	"0"	"4100"	"0"	"true"	"0"	"Instant"	"ATTACK"	"ALL"	"1 PC/NPC within 8 cells"	"Summons an ice meteor, dealing area damage."	"32"	"8"	"7"	"0"	"0"	"WATER"	"ATTACK"	"0"	"8"	"3"	"false"	"18"	"0"	"0"	"16060"	"0"	"0"	"0"	"0"	"0"	"normal"	"NORMAL"
"76"	"디스인티그레이트"	"디스인티그레이트"	"Desintegrate"	"10"	"70"	"0"	"0"	"0"	"1400"	"1"	"true"	"0"	"Instant"	"ATTACK"	"ALL"	"1 PC/NPC within 10 cells"	"A massive spear pierces through, dealing significant damage."	"140"	"60"	"10"	"0"	"0"	"RAY"	"ATTACK"	"1"	"10"	"0"	"false"	"18"	"0"	"0"	"11746"	"0"	"0"	"0"	"0"	"0"	"normal"	"NORMAL"
"77"	"앱솔루트 배리어"	"앱솔루트 배리어"	"Absolute Barrier"	"10"	"20"	"0"	"40318"	"2"	"30000"	"1"	"true"	"8"	"8s"	"NONE"	"ME"	"Caster"	"Creates a protective barrier.<br>Subject to movement restrictions."	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"2234"	"0"	"0"	"0"	"0"	"0"	"normal"	"NORMAL"
"78"	"none"	"none"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"79"	"아이스 스파이크"	"아이스 스파이크"	"Freezing Blizzard"	"10"	"30"	"0"	"0"	"0"	"2000"	"0"	"false"	"0"	"Instant"	"ATTACK"	"ALL"	"1 PC/NPC within 8 cells"	"Ice spikes pierce the ground, dealing significant damage."	"32"	"7"	"5"	"0"	"0"	"WATER"	"ATTACK"	"0"	"8"	"0"	"false"	"18"	"0"	"0"	"3687"	"0"	"0"	"0"	"0"	"0"	"normal"	"NORMAL"
"80"	"none"	"none"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"81"	"none"	"none"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"82"	"none"	"none"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"83"	"none"	"none"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"84"	"지배 변신"	"지배 변신"	"Domination Transformation"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"7200"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"85"	"100레벨 변신"	"100레벨 변신"	"Level 100 Transformation"	"7"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"7200"	""	"BUFF"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"86"	"쇼크 스턴"	"쇼크 스턴"	"Shock Stun"	"11"	"13"	"0"	"0"	"0"	"6300"	"0"	"true"	"1"	"4s or less"	"BUFF"	"ALL"	"1 PC/NPC within 1 cell"	"Stuns the target with a two-handed sword.<br>Stunned status (Paralysis)"	"0"	"0"	"0"	"50"	"20"	"NONE"	"PROB"	"0"	"1"	"0"	"false"	"19"	"0"	"0"	"4434"	"0"	"0"	"0"	"0"	"280"	"knight"	"NORMAL"
"87"	"리덕션 아머"	"리덕션 아머"	"Reduction Armor"	"11"	"7"	"50"	"0"	"0"	"2500"	"0"	"false"	"300"	"300s"	"NONE"	"ME"	"Caster"	"Absorbs damage with mental strength.<br>+1 Damage reduction.<br>Increases by 1 for every 5 levels after level 50.  "	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"4824"	"0"	"0"	"1043"	"2197"	"0"	"knight"	"NORMAL"
"88"	"바운스 어택"	"바운스 어택"	"Bounce Attack"	"12"	"10"	"60"	"0"	"0"	"2500"	"0"	"false"	"600"	"600s"	"NONE"	"ME"	"Caster"	"Infuses strength into both hands.<br>+6 Melee Hit Rate"	"5"	"0"	"0"	"5"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"11728"	"0"	"0"	"0"	"0"	"0"	"knight"	"NORMAL"
"89"	"none"	"none"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"90"	"카운터 배리어"	"카운터 배리어"	"Counter Barrier"	"12"	"15"	"0"	"41246"	"100"	"4500"	"0"	"false"	"300"	"300s"	"NONE"	"ME"	"Caster"	"Focuses to evade melee attacks.<br>Counters with a two-handed sword."	"0"	"0"	"0"	"50"	"12"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"5832"	"0"	"0"	"0"	"0"	"0"	"knight"	"NORMAL"
"91"	"앱솔루트 블레이드"	"앱솔루트 블레이드"	"Absolute Blade"	"12"	"15"	"0"	"0"	"0"	"1600"	"0"	"false"	"32"	"32s"	"NONE"	"ME"	"Caster"	"Concentrates on the weapon, breaking the protective barrier.<br>Has a chance to remove Absolute Barrier.<br>Increases by 1% for every level after level 80 (up to +8%)"	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"14499"	"0"	"0"	"4735"	"4742"	"0"	"knight"	"NORMAL"
"92"	"none"	"none"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"93"	"블로우 어택"	"블로우 어택"	"Blow Attack"	"12"	"10"	"50"	"0"	"0"	"1500"	"0"	"false"	"600"	"600s"	"NONE"	"ME"	"Caster"	"Gathers strength for a fierce attack.<br>Applies 1.5x Melee Damage."	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"-1"	"0"	"false"	"19"	"0"	"0"	"17221"	"0"	"0"	"5266"	"5267"	"0"	"knight"	"NORMAL"
"94"	"none"	"none"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"95"	"none"	"none"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"96"	"블라인드 하이딩"	"블라인드 하이딩"	"Blind Hiding"	"13"	"10"	"0"	"0"	"0"	"16750"	"3"	"true"	"16"	"16s"	"NONE"	"ME"	"Caster"	"Invisible state.<br>Subject to movement restrictions.  "	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"2941"	"0"	"0"	"0"	"0"	"0"	"darkelf"	"NORMAL"
"97"	"인챈트 베놈"	"인챈트 베놈"	"Enchant Venom"	"13"	"10"	"1"	"40321"	"1"	"1750"	"0"	"false"	"320"	"320s"	"NONE"	"ME"	"Caster"	"Grants a weapon with a venomous attribute."	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"2942"	"0"	"0"	"814"	"827"	"0"	"darkelf"	"NORMAL"
"98"	"쉐도우 아머"	"쉐도우 아머"	"Shadow Armor"	"13"	"10"	"5"	"0"	"0"	"1750"	"0"	"false"	"960"	"960s"	"NONE"	"ME"	"Caster"	"Creates a shadow defense.<br>+5% MR"	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"8977"	"0"	"0"	"0"	"0"	"0"	"darkelf"	"NORMAL"
"99"	"브링 스톤"	"브링 스톤"	"Purify Stone"	"13"	"5"	"0"	"0"	"0"	"1850"	"0"	"false"	"0"	"Instant"	"NONE"	"ME"	"Item"	"Refines a black gemstone.<br>Success rate depends on WIS."	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"2944"	"0"	"0"	"0"	"0"	"0"	"darkelf"	"NORMAL"
"100"	"무빙 악셀레이션"	"무빙 악셀레이션"	"Moving Acceleration"	"13"	"10"	"0"	"0"	"0"	"1750"	"0"	"false"	"960"	"960s"	"NONE"	"ME"	"Caster"	"Increase movement speed."	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"2945"	"0"	"0"	"0"	"0"	"0"	"darkelf"	"NORMAL"
"101"	"none"	"none"	""	"0"	"20"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"102"	"쉐도우 슬립"	"쉐도우 슬립"	"Shadow Sleep"	"13"	"20"	"0"	"40321"	"1"	"4500"	"0"	"true"	"4"	"1-4s"	"BUFF"	"ALL"	"1 PC/NPC within 3 cells"	"Extends the touch of shadow.<br>Inflicts sleep status."	"0"	"0"	"0"	"30"	"5"	"NONE"	"CURSE"	"-10"	"3"	"0"	"false"	"19"	"0"	"0"	"9218"	"0"	"0"	"147"	"148"	"280"	"darkelf"	"NORMAL"
"103"	"베놈 레지스트"	"베놈 레지스트"	"Venom Resist"	"13"	"20"	"0"	"0"	"0"	"1750"	"0"	"false"	"320"	"320s"	"NONE"	"ME"	"Caster"	"Immunity to poison."	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"2948"	"0"	"0"	"0"	"831"	"0"	"darkelf"	"NORMAL"
"104"	"더블 브레이크"	"더블 브레이크"	"Double Break"	"14"	"20"	"0"	"40321"	"1"	"1750"	"0"	"false"	"300"	"300s"	"NONE"	"ME"	"Caster"	"Maximizes Edroyu and Claws mastery.<br>Applies 2x Melee Damage.<br>Base activation rate 25%, increases by 1% every 2 levels  "	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"2949"	"0"	"0"	"821"	"829"	"0"	"darkelf"	"NORMAL"
"105"	"언케니 닷지"	"언케니 닷지"	"Uncanny Dodge"	"14"	"40"	"0"	"40321"	"1"	"1750"	"0"	"false"	"960"	"960s"	"NONE"	"ME"	"Caster"	"Creates a shadow to evade.<br>+30 DG"	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"11765"	"0"	"0"	"0"	"0"	"0"	"darkelf"	"NORMAL"
"106"	"쉐도우 팽"	"쉐도우 팽"	"Shadow Fang"	"14"	"20"	"0"	"40321"	"1"	"1750"	"0"	"false"	"300"	"300s"	"NONE"	"ME"	"Caster"	"Empowers the weapon with the power of darkness.<br>+5 Melee Damage"	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"2951"	"0"	"0"	"0"	"0"	"0"	"darkelf"	"NORMAL"
"107"	"none"	"none"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"108"	"드레스 마이티"	"드레스 마이티"	"Dress Mighty"	"14"	"10"	"0"	"0"	"0"	"1750"	"0"	"false"	"960"	"960s"	"NONE"	"ME"	"Caster"	"Increases strength.<br>+3 STR"	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"3909"	"0"	"0"	"292"	"293"	"0"	"darkelf"	"NORMAL"
"109"	"드레스 덱스터리티"	"드레스 덱스터리티"	"Dress Dexterity"	"14"	"10"	"0"	"0"	"0"	"1750"	"0"	"false"	"960"	"960s"	"NONE"	"ME"	"Caster"	"Increases agility.<br>+3 DEX"	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"3910"	"0"	"0"	"294"	"295"	"0"	"darkelf"	"NORMAL"
"110"	"none"	"none"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"111"	"아머 브레이크"	"아머 브레이크"	"Armor Break"	"14"	"25"	"50"	"40321"	"1"	"3000"	"0"	"true"	"10"	"10s"	"BUFF"	"ALL"	"1 PC within 1 cell"	"Envelops the target in a chaotic shadow.<br>+50/+20% Melee Damage (Caster/Other).<br>Ignores counter magic."	"0"	"0"	"0"	"60"	"25"	"NONE"	"PROB"	"0"	"2"	"0"	"false"	"19"	"0"	"0"	"3400"	"0"	"0"	"0"	"0"	"280"	"darkelf"	"NORMAL"
"112"	"트루 타겟"	"트루 타겟"	"True Target"	"15"	"1"	"0"	"0"	"0"	"1600"	"0"	"false"	"16"	"16s"	"BUFF"	"ALL"	"1 PC/NPC within 15 cells"	"Creates a tracking mark on the target.<br>If the target is a PC, receives 1% increased damage.  <br>Increases damage by 1% every 15 levels of the user.  "	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"-1"	"0"	"false"	"19"	"0"	"0"	"2510"	"0"	"0"	"0"	"0"	"0"	"crown"	"NORMAL"
"113"	"글로잉 웨폰"	"글로잉 웨폰"	"Glowing Weapon"	"15"	"20"	"0"	"0"	"0"	"1600"	"0"	"false"	"640"	"640s"	"NONE"	"ME"	"Caster"	"Grants magic upon the weapon.<br>+5 Melee Hit Rate<br>+5 Melee Damage"	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"-1"	"false"	"19"	"0"	"0"	"11772"	"0"	"0"	"0"	"0"	"0"	"crown"	"NORMAL"
"114"	"샤이닝 실드"	"샤이닝 실드"	"Shining Shield"	"15"	"20"	"0"	"0"	"0"	"1600"	"0"	"false"	"640"	"640s"	"NONE"	"PARTY"	"Caster and Party Members"	"Creates a shining aura.<br>For caster: -8 AC<br>For party members: -4 AC"	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"-1"	"false"	"19"	"0"	"0"	"3941"	"0"	"0"	"0"	"0"	"0"	"crown"	"NORMAL"
"115"	"none"	"none"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"116"	"브레이브 멘탈"	"브레이브 멘탈"	"Brave Aura"	"15"	"20"	"0"	"0"	"0"	"1600"	"0"	"false"	"640"	"640s"	"NONE"	"ME"	"Caster"	"Imbued with an aura of bravery.<br>Applies 1.5x Melee Damage"	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"-1"	"false"	"19"	"0"	"0"	"3942"	"0"	"0"	"0"	"0"	"0"	"crown"	"NORMAL"
"117"	"none"	"none"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"118"	"디바인 세크리파이스"	"디바인 세크리파이스"	"Divine Sacrifice"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"crown"	"NORMAL"
"119"	"아바타"	"아바타"	"Miris"	"15"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"crown"	"NORMAL"
"120"	"none"	"none"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
"121"	"그레이스"	"그레이스"	"Grace"	"16"	"30"	"0"	"0"	"0"	"2700"	"0"	"false"	"60"	"60s"	"NONE"	"PARTY"	"Party members within 18 cells centered around the Monarch"	"Draws upon the power of the ring to strengthen allies.<br>+1 All resistances<br>Increases by 1 for every level starting from level 80 (Maximum +15)  "	"0"	"0"	"0"	"0"	"0"	"NONE"	"CHANGE"	"0"	"0"	"-1"	"false"	"19"	"0"	"0"	"14495"	"0"	"0"	"0"	"0"	"0"	"crown"	"NORMAL"
"122"	"엠파이어"	"엠파이어"	"Empire"	"16"	"20"	"0"	"0"	"0"	"7200"	"2"	"true"	"1"	"6s or less"	"BUFF"	"ALL"	"1 PC/NPC within 1 cell"	"Stuns the target with a shield.<br>Empire state (Stun state)"	"0"	"0"	"0"	"50"	"20"	"NONE"	"PROB"	"0"	"1"	"0"	"false"	"19"	"0"	"0"	"17569"	"0"	"0"	"0"	"0"	"0"	"crown"	"NORMAL"
"123"	"none"	"none"	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"false"	"0"	""	"NONE"	"ME"	""	""	"0"	"0"	"0"	"0"	"0"	"NONE"	"NONE"	"0"	"0"	"0"	"false"	"19"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"none"	"NORMAL"
